work_id,title,author,warnings,rating,category,fandom,relationship,character,additional tags,language,published,status,status date,words,chapters,comments,kudos,bookmarks,hits,summary
15941159,"steady now, you don't have to worry about looking down",/users/nymphrea/pseuds/nymphrea,No Archive Warnings Apply,Teen And Up Audiences,F/M,Guardians of the Galaxy (Movies),Gamora/Peter Quill,"Gamora (Marvel), Peter Quill, Meredith Quill, Gamora's Mother (Marvel), Rocket Raccoon, Mantis (Marvel)","Starmora Week 2018, Cuddling & Snuggling, Countertop Makeouts, Sappy Ending, Basically Just A Lot of Kissing, Forehead Kisses, Forehead Touching, thigh kisses, neck kisses, cheek kisses, The Soft Content We All Deserve, These Two Saps Deserve Happiness, Not Avengers: Infinity War Part 1 (Movie) Compliant, Because Screw Marvel, Scars, Nightmares, Literal Sleeping Together, Poor Circulation, Human Biology, heavily implied sexual content",English,2018-09-07,Completed,2018-09-07,3030,1/1,4,9,null,102,"day seven ; the way you care, they won't find us here — when gamora wakes, she’s warm. it’s not just a feeling throughout her entire body, it’s a knowledge."
15933089,Supportive:,/users/stevedannolover100781/pseuds/stevedannolover100781,"Creator Chose Not To Use Archive Warnings, No Archive Warnings Apply, Underage",Mature,F/M,Hawaii Five-0 (2010),Junior Reigns/Tani Rey,"Tani Rey, Junior Reigns","Support, Father-Son Relationship, General, Drama, Hurt/Comfort, Emotional Hurt/Comfort, Ratings: R, Rating: M, Romance, Romantic Gestures, Sad, Sadstuck, Happy, Happy Ending, Established Relationship, Kissing, Consensual, Mild Sexual Content, Family, Family Drama",English,2018-09-07,Completed,2018-09-07,229,1/1,null,null,null,22,"*Summary: Junior explained his relationship to Tani, What does she do, & say ?, Stay Tuned, It’s gonna be a good one!!!!*   *Author’s Note: This is part of my series, Read & Enjoy with my compliments!!!!*"
15930644,Bittersweet,/users/Tsukareta/pseuds/Tsukareta,No Archive Warnings Apply,General Audiences,F/F,Dangan Ronpa 3: The End of Xi Wang keFeng Xue Yuan  | The End of Kibougamine Gakuen | End of Hope's Peak High School,Andoh Ruruka/Kimura Seiko,"Kimura Seiko, Andoh Ruruka","Cute, Tooth-Rotting Fluff, Girls Kissing, I love them so much",English,2018-09-07,Completed,2018-09-07,695,1/1,2,2,null,null,"She can feel her candy heart beat faster when Ruruka's eyes flicker to hers and trail down to her masked lips before darting back to her eyes, those pretty breathtaking eyes mingling with hers. Kimura always knew Ruruka would handle something with proper care if it was fragile, and its safe to say that she was as fragile as porcelain."
15928079,Bloodmoon,/users/ultimatebara/pseuds/ultimatebara,Creator Chose Not To Use Archive Warnings,Teen And Up Audiences,M/M,Shingeki no Kyojin | Attack on Titan,Marco Bott/Jean Kirstein,"Marco Bott, Jean Kirstein","JeanMarcoMonth, lazy morning/tourists, Morning Cuddles, mention of vampires, soft kisses and soft everything, Husbands, sfw",English,2018-09-08,Completed,2018-09-08,759,1/1,2,8,null,53,Don't travel to places which are grey and cold almost every day of the year. The chances of getting out of bed are really low.Specially if you're sleeping in your husband's arms. day 7 of jeanmarcomonth: Lazy Morning/Tourists
15928076,Kissing Eyes And Kissing Palms,/users/BugTongue/pseuds/BugTongue,No Archive Warnings Apply,General Audiences,Other,Hunter X Hunter,Kurapika/Leorio Paladiknight,"Kurapika (Hunter x Hunter), Leorio Paladiknight","Nonbinary Character, Nonbinary Kurapika, Gender Exploration, Crossdressing, A loaded term in this situation maybe, Fluff, Leopika Week 2018",English,2018-09-08,Completed,2018-09-08,1045,1/1,8,11,null,67,"Leorio wants something, he wants to see himself in a different light than he's allowed for before, and Kurapika comes home early."
15928052,The hourglass runs out of sand,/users/sharkinterviewee/pseuds/sharkinterviewee,No Archive Warnings Apply,Teen And Up Audiences,F/M,"Guardians of the Galaxy (Movies), Marvel Cinematic Universe",Gamora/Peter Quill,"Gamora (Marvel), Peter Quill, Guardians of the Galaxy Team, Rocket Raccoon, Mantis (Marvel), Drax the Destroyer, Groot (Marvel), Ego the Living Planet (mentioned)","Post-Movie: Guardians of the Galaxy Vol. 2, Whump, Hurt Peter Quill, Feels, Hurt/Comfort, Emotional Hurt/Comfort, Angst, Comfort/Angst, Guilt, Starmora Week 2018, Mutual comforting, Developing Relationship, Peter's body isn't reacting well to losing Ego's light, Peter Quill Whump, Protective Gamora (Marvel), Team as Family, too many feelings",English,2018-09-08,Completed,2018-09-08,6779,1/1,3,32,4,443,"“You are always telling me that I am more than what I was made to do,” Gamora reminded him gently. “Yeah, but you weren’t made for it,” Peter said, looking up at her with a sudden intensity she wasn’t ready for. The anguish in his eyes made her chest pang with a dull, resounding ache. “Your parents made you so you could be a kid, not a weapon. That’s what you were made for. To be a person. You weren’t supposed to be used to kill people or the entire universe. That’s not why you exist, not like me.”   (Or: Peter’s body isn’t reacting well to losing Ego’s light is one of the author’s favorite tropes)"
15928037,An Old Friend - TGatG AU,/users/TheMetalReaper/pseuds/TheMetalReaper,No Archive Warnings Apply,General Audiences,Gen,Five Nights at Freddy's,,"Michael Afton, Charlie | Charlotte (The Silver Eyes), Jeremy Fitzgerald","Developing Friendships, Fast Food, platonic fluff, Some nice happiness to apologize for all the pain I put them through!, New Friends!",English,2018-09-08,Completed,2018-09-08,1431,1/1,2,6,null,45,"Aaaaaand we have a random happy story, to ask for forgiveness for all the pain I've put these kids through. Today, I've decided to add a new living person to the gang, so, here we go!"
15928034,You Lied to Me,/users/gee_oh_wilkers/pseuds/gee_oh_wilkers,No Archive Warnings Apply,General Audiences,Gen,Fallout 4,Paladin Danse (Fallout)/Reader,"Paladin Danse, Reader","reader interactive, POV Second Person, Reader Insert, x Reader, Fluff, the cutest of fluff, Sweet, Friendship, slight romance, Angst, Suspense, argument, Resolved Argument, thats all i can think of, imma skiddadle",English,2018-09-08,Completed,2018-09-08,1282,1/1,null,2,null,31,"Paladin Danse, your long time companion and lover, has a bone to pick with you. This tough but timid man just does not know how to speak to you about it. As tension strengthens between your bond, will you be able to rescue this relationship?"
15928028,Scavenger's Betrayal,/users/OwlsCantRead/pseuds/OwlsCantRead,No Archive Warnings Apply,General Audiences,Gen,Codename: Kids Next Door,,"Harvey McKenzie | Numbuh 363, Sonia | Sonya | Numbuh 83, Lee | Numbuh 84, Patrick ""Paddy"" Fulbright | Numbuh 85","Angst, Hurt/Comfort",English,2018-09-08,Completed,2018-09-08,6702,1/1,1,1,null,8,It was Lee and Sonya's fault that we lost to stupid Sector V in the scavenger hunt. How could they just backstab their leader—me—like that! They were to blame… weren't they? Set directly after the scavenger hunt in I.N.T.E.R.V.I.E.W.S.
15928013,Eclipse,/users/rebelLinks/pseuds/rebelLinks,"Creator Chose Not To Use Archive Warnings, No Archive Warnings Apply",General Audiences,Gen,DuckTales (Cartoon 2017),,"Della Duck, Dewey Duck","Character Study, dewey isn't actually dewey, so if he's an asshole it's because Della's being hard on herself, moon base",English,2018-09-08,Completed,2018-09-08,1758,1/1,4,38,4,276,"The nice thing about space, Della supposes, is that no one can hear you cry.  The news broadcast had caught her a lot harder than she expected. The images flashing across her screen pulled at her heartstrings like a ship pulled into orbit, had sent her careening face-first into the planet of emotions she’d been carefully avoiding since landing on the moon."
