work_id,title,author,warnings,rating,category,fandom,relationship,character,additional tags,language,published,status,status date,words,chapters,comments,kudos,bookmarks,hits,summary
16004612,Cause I Wanted To:,/users/stevedannolover100781/pseuds/stevedannolover100781,"Creator Chose Not To Use Archive Warnings, No Archive Warnings Apply, Underage",Not Rated,M/M,Hawaii Five-0 (2010),"Steve McGarrett/Danny ""Danno"" Williams","Steve McGarrett, Danny ""Danno"" Williams","Ratings: R, Rating: M, Romantic Gestures, Romance, Slash, Male Slash, Kissing, Boys Kissing, General, Stress, Bad Days, Boys In Love, Dinner, Cuddling & Snuggling, Hugs, Happy, Happy Ending, Drama, Hurt/Comfort, Emotional Hurt/Comfort, Mild Sexual Content, Consensual, Established Relationship",English,2018-09-13,Completed,2018-09-13,180,1/1,null,3,1,55,"*Summary: Danny was glad that Steve was okay, What happens?, Stay Tuned, It’s gonna be a good one!!!*"
15988742,Supernatural Day!,/users/EpicKiya722/pseuds/EpicKiya722,"Creator Chose Not To Use Archive Warnings, No Archive Warnings Apply",General Audiences,Gen,"DCU, DCU (Comics), Batman - All Media Types","Tim Drake & Luke Fox & Dick Grayson & Duke Thomas & Jason Todd & Damian Wayne, Cullen Row & Harper Row, Tim Drake & Tam Fox","Jason Todd, Tim Drake, Duke Thomas, Damian Wayne, Dick Grayson, Luke Fox, Cullen Row, Harper Row, Barbara Gordon, Stephanie Brown, Cassandra Cain, Kate Kane, Helena Bertinelli, Tam Fox, Tiffany Fox, Bruce Wayne, Alfred Pennyworth, Selina Kyle","Humor, Bat Family, Supernatural Day, Random & Short, Dialogue Heavy, Supernatural Day 2018",English,2018-09-13,Completed,2018-09-13,1234,1/1,3,16,2,132,"The Bat Fam celebrates Supernatural, the show that has taught us apocalypses happen, salt works against evil and Impalas are definitely the coolest cars."
15988700,From bed to mat,/users/hands_in/pseuds/hands_in,Creator Chose Not To Use Archive Warnings,Explicit,F/F,Supergirl (TV 2015),Alex Danvers/Maggie Sawyer,"Maggie Sawyer, Alex Danvers","Sanvers - Freeform, i don't even ship sanvers but the idea got stuck in my head, Face-Sitting, Short One Shot",English,2018-09-13,Completed,2018-09-13,1255,1/1,1,26,3,640,"Why on earth would Alex Danvers join Maggie to yoga, besides being completely smitten with the raven-haired woman... Playful sexy Sanvers one shot. Pre 2x17. ""Loser gets to pick a work-out in the morning,"" Maggie squeals as Alex tries to pin her down to the mattress, straddling her sides and holding her wrists above her head...."
15985946,Reason,/users/firerwolf/pseuds/firerwolf,No Archive Warnings Apply,General Audiences,,Destiny (Video Games),,"Guardian (Destiny), Hunter",Forsaken,English,2018-09-14,Completed,2018-09-14,1013,1/1,null,7,null,40,In the wake of the events of Forsaken the hero of the Red War considers what matters.
15985922,"Differences, Drawn Down",/users/Cowboy_Sneep_Dip/pseuds/Cowboy_Sneep_Dip,No Archive Warnings Apply,Explicit,F/F,Fire Emblem: If | Fire Emblem: Fates,Hinoka/Yuugiri | Reina,"Hinoka (Fire Emblem), Yuugiri | Reina","Porn With Plot, Femslash, Drinking, Age Difference, Sexual Tension, Rough Sex, Bloodplay, Back at it again with the Hinoka rarepairs, Knives",English,2018-09-14,Completed,2018-09-14,7294,1/1,6,12,3,250,"“You really are too high-strung,” Reina smiled, leaning back and folding her arms across chest.  “And do you have any remedies for that?” Hinoka scowled, brushing back her hair and tucking it behind her ears. “I could buy you a drink.”"
15985877,To All the Crushes I've Had Before,/users/SpraceJunkie/pseuds/SpraceJunkie,No Archive Warnings Apply,Teen And Up Audiences,M/M,Newsies - All Media Types,Jack Kelly/David Jacobs,"Jack Kelly, David Jacobs, Sarah Jacobs, Les Jacobs, Crutchie Morris, Spot Conlon, Morris Delancey, Oscar Delancey","the TatBILB au we've all been waiting for, fun fact the google doc is just over 54 pages long ahjhsd, to all the boys i've loved before - Freeform, tatbilb, uhh, Jack is a hopeless romantic, and Davey is Hopelessly Gay, Crutchie is a badass and we all know it, the delanceys are jerks and i hate them, Sarah is trans and I vaguely mentioned it? but not really, but she is Sarah is always trans, in this au homophobia just doesn't exist, like straight up there's no homophobia the gays have it all as we deserve, Fake Dating, Mutual Pining, this got v long and was v fun to write, but god am i glad it's done",English,2018-09-14,Completed,2018-09-14,12733,1/1,3,30,2,205,"Davey Jacobs writes letters to the crushes he's had in the past. There's five of them, and when they get out, everything is a mess. He's fake dating one guy who's chasing his ex, his sister's ex-boyfriend thinks he's in love with him. In other words, this is the To All the Boys I've Loved Before au that several people mentioned and I bit the bullet and wrote."
15985874,Three Minutes To Midnight,/users/bitsori/pseuds/bitsori,No Archive Warnings Apply,General Audiences,M/M,Stray Kids (Band),Han Jisung | Han/Lee Minho | Lee Know,"Han Jisung | Han, Lee Minho | Lee Know","Canon Compliant, Birthday Fluff",English,2018-09-14,Completed,2018-09-14,1101,1/1,6,59,1,484,Jisung is impatient for his birthday gift; canon!fic
15985871,Eijirou's Bunny,/users/Adolpha/pseuds/Adolpha,No Archive Warnings Apply,Explicit,M/M,Pu nohiroakademia | Boku no Hero Academia | My Hero Academia,Kirishima Eijirou/Midoriya Izuku,"Kirishima Eijirou, Midoriya Izuku","Kiribakutododeku themes, Smut, Overstimulation, Anal Sex, Anal Fingering, Anal Plug, crying sex",English,2018-09-14,Completed,2018-09-14,1955,1/1,8,93,8,1163,"Eijirou comes home to learn Izuku was planning to do something naughty without him. And well, his bunny knows better."
15985862,"so, i love you a lot",/users/kiribakun/pseuds/kiribakun,No Archive Warnings Apply,Not Rated,M/M,Pu nohiroakademia | Boku no Hero Academia | My Hero Academia,Bakugou Katsuki/Kirishima Eijirou,"Bakugou Katsuki, Kirishima Eijirou","Fluff, Morning Kisses, Morning Cuddles, Boys In Love, Marriage Proposal",English,2018-09-14,Completed,2018-09-14,507,1/1,4,56,2,355,"It's my birthday in like, 10 minutes and I'm gifting myself with fluff."
15985853,Not the Weekend Dean Had in Mind,/users/BeanieJedi33/pseuds/BeanieJedi33,No Archive Warnings Apply,Teen And Up Audiences,M/M,Supernatural,"Castiel/Dean Winchester, Dean Winchester & Sam Winchester","Castiel (Supernatural), Dean Winchester, Sam Winchester, Bobby Singer, Anna Milton, Charlie Bradbury, Jo Harvelle","Professor Castiel, Student Dean Winchester, College Student Dean Winchester, College AU, Alternate Universe - College/University, Football Game, Homecoming, Tailgating, Sam is a Little Shit, Fluff, Angst, Jealous Castiel",English,2018-09-14,Completed,2018-09-14,2279,1/1,2,31,null,461,"Dean just wants to relax with his boyfriend, but his Uncle Bobby and brother Sam are coming to visit him for the homecoming game. Sam stumbles upon a text, he probably shouldn't have read. Then at the game, Anna shows up unexpectedly. Cas gets jealous."
