work_id,title,author,rating,category,fandom,relationship,character,additional tags,language,published,status,status date,words,chapters,comments,kudos,bookmarks,hits,summary
15686685,Crashed,/users/Settiai/pseuds/Settiai,General Audiences,M/M,due South,Benton Fraser/Ray Kowalski,"Benton Fraser, Ray Kowalski","Embedded Video, Fanvids, Video Format: AVI, Video Format: Streaming, Vividcon",English,2018-08-10,Completed,2018-08-10,22,1/1,null,14,1,110,"[Fanvid] ""Then I crashed into you / And I went up in flames."""
15684966,[VID] Wrecking Ball,/users/JetpackMonkey/pseuds/JetpackMonkey,General Audiences,M/M,"X-Men - All Media Types, X-Men (Comicverse), X-Men (Movieverse), X-Men: The Animated Series",Erik Lehnsherr/Charles Xavier,"Erik Lehnsherr, Charles Xavier","Fanvids, Embedded Video, Vividcon",English,2018-08-10,Completed,2018-08-10,23,1/1,2,13,2,84,Love Overpowering
15677076,Riverno.,/users/FeliciaAmelloides/pseuds/FeliciaAmelloides,Mature,"F/F, F/M",Riverdale (TV 2017),"Archie Andrews/Veronica Lodge, Cheryl Blossom/Veronica Lodge","Cheryl Blossom, Veronica Lodge","Crack, Anti-Riverdale, trash, Drabble, Weeaboo, Reversed Roles?, Cliche, Destiel for absolutely no reason, Alternate Universe",English,2018-08-10,Completed,2018-08-10,283,1/1,null,null,null,26,A weird AU where red hair is common and other hair colours are rare. And... this is a Riverdale crackfic? For some reason?
15649803,The Trail We Blaze,/users/JetGirl1832/pseuds/JetGirl1832,General Audiences,Gen,Hamilton - Miranda,,"Philip Schuyler, Angelica Schuyler, Elizabeth ""Eliza"" Schuyler, Margaret ""Peggy"" Schuyler","Alternate Universe - Modern Setting, Family Fluff, Camping, in the back yard",English,2018-08-10,Completed,2018-08-10,1237,1/1,1,2,null,59,Philip wants to take his girls camping. Catherine says they're too young to go into the wilderness. Philip comes up with a different plan. Cuteness ensues.
15647472,The Best Surprise Ever:,/users/stevedannolover100781/pseuds/stevedannolover100781,Mature,M/M,Hawaii Five-0 (2010),Kono Kalakaua/Steve McGarrett,"Steve McGarrett, Kono Kalakaua, Junior Reigns (Mention), Joe White (Mention)","Established Relationship, Consensual, Mild Sexual Content, Kissing, Hugs, Sad, Sadstuck, Happy, Happy Ending, Ratings: R, Rating: M, General, Hurt/Comfort, Emotional Hurt/Comfort, Drama, Cuddling & Snuggling, Episode: s08e24 Ka Lala Kaukonakona Haki 'Ole I Ka Pa A Ka Makani Kona, Post-Episode: s08e24 Ka Lala Kaukonakona Haki 'Ole I Ka Pa A Ka Makani Kona, Episode Tag, Episode Related, Moving Out, Welcome Back/Welcome Home, Rescue Missions, Rescue",English,2018-08-10,Completed,2018-08-10,256,1/1,null,1,null,38,"*Summary: Kono comes home & surprises Steve, He welcomes her back, What does he do?, Stay Tuned, It’s gonna be a good one!!!!*   *Author’s Note: This is part of my series, Read & Enjoy!!!!*"
15645579,Secret Agent Man,/users/ivyness/pseuds/ivyness,Teen And Up Audiences,M/M,Hawaii Five-0 (2010),"Steve McGarrett/Danny ""Danno"" Williams","Steve McGarrett, Danny ""Danno"" Williams","au yeah august, Alternate Universe - Secret Agent, Alternate Universe - Mermaids, sorta - Freeform, I Don't Even Know, Steve is such a nerd",English,2018-08-10,Completed,2018-08-10,1843,1/1,null,45,3,537,Danny has a secret
15645357,I need you more than ever.,/users/Chay_the_ninja/pseuds/Chay_the_ninja,Teen And Up Audiences,Gen,Voltron: Legendary Defender,"Keith & Red Lion (Voltron), Allura & Coran & Hunk & Keith & Lance & Pidge | Katie Holt & Shiro, Lance & Blue Lion (Voltron), Shiro & Black Lion (Voltron), Pidge & Green Lion (Voltron), Hunk & Yellow Lion (Voltron)","Keith (Voltron), Lance (Voltron), Pidge | Katie Holt, Hunk (Voltron), Shiro (Voltron), Allura (Voltron), Coran (Voltron), Red Lion (Voltron), Blue Lion (Voltron), Black Lion (Voltron), Yellow Lion (Voltron), Green Lion (Voltron), Zarkon (Voltron), Haggar (Voltron), Sendak (Voltron)","Torture, kangest, It Gets Worse Before It Gets Better, Angst with a Happy Ending, what else goes here, No Smut, Hurt/Comfort, Post-Traumatic Stress Disorder - PTSD, Keith (Voltron) is a Mess, The Author Regrets Nothing, I love to watch my favorite characters suffer, Sorry Not Sorry, I love you I swear",English,2018-08-10,Completed,2018-08-10,449,1/1,1,4,null,241,"Haggar hits the Paladins and Lions with a blast of dark magic. It takes time, but the blast did have an effect on the Lions."
15645114,Together We Grow,/users/rndmnwierd/pseuds/rndmnwierd,Mature,F/F,Steven Universe (Cartoon),Lapis Lazuli/Peridot (Steven Universe),"Lapis Lazuli (Steven Universe), Peridot (Steven Universe), Jasper (Steven Universe)","Blood and Gore, mentions of torture, Alternate Universe - Avatar & Benders Setting, The Avatar Au that I apparently really wanted",English,2018-08-11,Completed,2018-08-11,13996,1/1,12,41,2,305,"Republic City was home to many people, but a water bender and a metal bender brought together through incredible circumstances were certainly among the more interesting citizens. Written for Lapidot Week"
15645111,ole fishdick bergara,/users/ficfucker/pseuds/ficfucker,Explicit,M/M,Buzzfeed Unsolved (Web Series),Ryan Bergara/Shane Madej,"Ryan Bergara, Shane Madej, Eugene Lee Yang, Keith Habersberger, both are only mentioned - Character","Established Relationship, Interspecies Sex, Mermaid!Ryan, Hand Jobs, Tentacle Dick, idk i didnt proof read any of this, its almost midnight, just read it i guess",English,2018-08-11,Completed,2018-08-11,2037,1/1,3,65,6,704,"shane is really curious about what ryan hides in his pants  in the most romantic way, of course"
15645090,Happy Birthday,/users/Isabel_Auror_7/pseuds/Isabel_Auror_7,Not Rated,F/M,Fantastic Beasts and Where to Find Them (Movies),"Tina Goldstein/Newt Scamander, Tina Goldstein & Newt Scamander","Tina Goldstein, Newt Scamander, Queenie Goldstein, Jacob Kowalski","Fluff, Kittens, newtina is my soul, i had a dream about this, Dreams, Birthday",English,2018-08-11,Completed,2018-08-11,503,1/1,3,26,1,319,Newt gives Tina a cute present for her Birthday.
