work_id,title,author,warnings,rating,category,fandom,relationship,character,additional tags,language,published,status,status date,words,chapters,comments,kudos,bookmarks,hits,summary
16069373,Shared Heaven.,/users/fictionalabyss/pseuds/fictionalabyss,Creator Chose Not To Use Archive Warnings,Explicit,Multi,Supernatural,Jessica Moore/Dean Winchester/Sam Winchester,"Sam Winchester, Dean Winchester, Jessica Moore, Mary Winchester","Voyeurism, Masturbation, Smut, Heaven",English,2018-09-19,Completed,2018-09-19,1184,1/1,null,2,1,24,"Dean wakes up in heaven, again.This time, he doesn't enjoy his mother's company and instead heads out to find Sam right away. He knows his brother died with him for the second time that month. While never sure which of Sam's memories he'll find at the end of the road, he wasn't quite expecting to find her.But Dean Winchester also isn't arguing. Written for : SPN KinkBingoSquare : SamDeanJess"
16064729,"light on my chest, fireworks on the sky",/users/ohohomos/pseuds/caratkat,No Archive Warnings Apply,General Audiences,M/M,SEVENTEEN (Band),"Kim Mingyu/Lee Jihoon | Woozi, Hong Jisoo | Joshua/Yoon Jeonghan, Wen Jun Hui | Jun/Xu Ming Hao | The8","Kim Mingyu, Lee Jihoon | Woozi, Lee Seokmin | DK, Yoon Jeonghan, Hong Jisoo | Joshua, Wen Jun Hui | Jun, Xu Ming Hao | The8","Alternate Universe - Soulmates, Underage Drinking",English,2018-09-19,Completed,2018-09-19,1041,1/1,null,12,null,154,Soulmates AU wherein your chest lights up whenever you have a skin to skin contact with your soulmate.
16064354,Fortune In Spades,/users/LittleMulattoKitten/pseuds/LittleMulattoKitten,No Archive Warnings Apply,Explicit,F/M,Harry Potter - J. K. Rowling,Hermione Granger/Tom Riddle,"Hermione Granger, Tom Riddle | Voldemort, Tom Riddle","royal au, Marriage Law AU, Tomione Smut Fest 2018, regency au, king!tom, Peasant!Hermione",English,2018-09-19,Completed,2018-09-19,4595,1/1,7,85,11,828,"Hermione was supposed to be married or otherwise ""contained"" as a concubine by her twentieth birthday, like the rest of the female muggleborns and halfbloods in Britain. She was not supposed to teach herself magic in secret and hope that one muggleborn peasant was insignificant enough to go unnoticed. She never expected to end up escorted up to the castle to the King's study. Nor did she expect him to decide her fate personally. King Tom never expected to find his favorite kind of woman —clever, strongwilled, and powerful— in a muggleborn scullery maid who'd somehow mastered wandless casting without a tutor. Law-breaker or not, she didn't belong in the dungeons. She belonged at his feet. She belonged in his bed. She belonged to him. He just had to show her. Written for Weestarmeggie's Tomione Smut Fest 2018."
16044140,The Enys Taxi Service,/users/shallowness/pseuds/shallowness,No Archive Warnings Apply,General Audiences,Gen,Poldark (TV 2015),Minor or Background Relationship(s),Caroline Penvenen,Alternate Universe - Modern Setting,English,2018-09-19,Completed,2018-09-19,256,1/1,null,3,null,25,"Some of the musings of Caroline Enys, née Caroline Penvenan, taxi driver."
16044080,Stuck,/users/Makigaki/pseuds/Makigaki,No Archive Warnings Apply,General Audiences,Gen,Doctor Who,The Doctor & The Master (Doctor Who),"The Master (Doctor Who), The Doctor (Doctor Who), Missy (Doctor Who)",,English,2018-09-19,Completed,2018-09-19,200,1/1,null,null,null,22,The Master is stuck with the worst kind of monster.
16043225,Regret (And other emotions too many to count),/users/GalaxyWaver/pseuds/GalaxyWaver,Creator Chose Not To Use Archive Warnings,General Audiences,,Sanders Sides (Web Series),None,"Creativity | Roman ""Princey"" Sanders, Logic | Logan Sanders, Unnamed Characters (for now)","Mystery, lying, Light Angst, nothing too bad I promise, that will be later, Fusion, what does that tag mean?, you'll find out eventually, based off of a few posts I made on tumblr and decided to bring it here, Not dissociative identity disorder (DID) but it seems like it maybe?, but it's not, Roman deserves love, but doesn't believe he deserves it, what are tags",English,2018-09-20,Completed,2018-09-20,589,1/1,2,9,null,53,He wished he never felt regret. But it was hard with so many different voices inside his head at once.
16043216,Blondes or Brunettes?,/users/2_for_a_penny/pseuds/2_for_a_penny,No Archive Warnings Apply,Not Rated,M/M,"Newsies!: the Musical - Fierstein/Menken, Newsies (1992), Newsies - All Media Types",David Jacobs/Jack Kelly,"David Jacobs, Jack Kelly, JoJo (Newsies)","Alternate Universe - Modern Setting, Alternate Universe - Coffee Shops & Cafes, Domestic, Fluff, Jack is gay, not bi, even though i hc that he is bi, but for the sake of the plot",English,2018-09-20,Completed,2018-09-20,1127,1/1,6,17,4,168,"Another coffee shop Javid that no one asked for. Jack is on a blind date, and it is not what he expected. That's when he sees Davey alone at a table and plans his escape."
16043201,Our Mikey,/users/Sugar_n_spice/pseuds/Sugar_n_spice,Rape/Non-Con,Explicit,M/M,Teenage Mutant Ninja Turtles (Bay Movies),"OT4 - Relationship, Donatello/Leonardo/Michelangelo/Raphael (TMNT), Kraang/Michelangelo (non-con)",,"Attempted Rape/Non-Con, Hurt/Comfort",English,2018-09-20,Completed,2018-09-20,2490,1/1,null,17,null,155,"Mikey gets captured by Kraang, who seems to have some twisted desires toward him. Will his brothers make it to Mikey in time?"
16043186,"in the morning, baby",/users/dykerey/pseuds/dykerey,No Archive Warnings Apply,Teen And Up Audiences,M/M,Naruto,Hyuuga Neji/Rock Lee,"Hyuuga Neji, Tenten (Naruto), Rock Lee, Konoha 12","Alternate Universe - Office, Alcohol, neji drinks wine and wine only. tequila if hes feelin funky",English,2018-09-20,Completed,2018-09-20,3329,1/1,1,7,null,55,"“Lee will be there,” Tenten says, and Neji feels a little faint just hearing his name. Lee. God. One of the weirdest men Neji’s ever met. Normally, he’d go for the assholes, the men who have communication issues and probably still live in their parents’ basement. But something about Lee, and his kind smile, and his stupid bowl cut, and his big arms and even bigger heart rubs Neji in all the right ways. “You dirty bitch,” Neji says, but there’s no edge to it. “I can’t believe you pulled that card. You know how I feel about him."" Tenten shrugs, faux uncaring. “Well. Office nights at the bar are no fun if you’re not there.”"
16043162,Gods and Monsters,/users/Professionalamateur/pseuds/Professionalamateur,Creator Chose Not To Use Archive Warnings,General Audiences,,nanbaka | Nanbaka,,"Sugoroku Hajime, Tanabata Seitarou, Godai Yamato, Mitsuba Kiji, Gokuu Samon, Jyuugo (Nanbaka), Uno (Nanbaka), Rock (Nanbaka), Nico (Nanbaka)","Heroes and Villains AU, kind of, wrote this for nanbaka week, gave everyone diferent names, it's pretty obvious who's who though",English,2018-09-20,Completed,2018-09-20,3366,1/1,1,4,null,36,"The Kami Police are a secret police force that deal with Japan's most dangerous and illusive of criminals. Forseti is a part of this police force and it looks as though he'll be dealing with criminals that are much more on the illusive side than dangerous, as he works to apprehend a group of degenerates all other forms of authority have failed to catch. But nothing is as it seems and no one, police or fugitives have any idea what's in store."
