work_id,title,author,rating,category,fandom,relationship,character,additional tags,language,published,status,status date,words,chapters,comments,kudos,bookmarks,hits,summary
15559014,die abusive bitch,/users/fluffyworm/pseuds/fluffyworm,Teen And Up Audiences,Other,Pu nohiroakademia | Boku no Hero Academia | My Hero Academia,enji todoroki/death,"Todoroki Enji | Endeavor, Todoroki Shouto",:),English,2018-08-04,Completed,2018-08-04,172,1/1,5,9,1,71,a love story for the ages. a true definition of soulmates.
15559008,stars with me,/users/fruitsofanarchy/pseuds/fruitsofanarchy,General Audiences,M/M,Voltron: Legendary Defender,"Lance/Shiro (Voltron), Lance & Shiro (Voltron)","Lance (Voltron), Shiro's Parents (Voltron)","Fluff, Sweet, they're talking about earth, there are spoilers, Kinda",English,2018-08-04,Completed,2018-08-04,399,1/1,null,9,null,82,06. things you said under the stars and in the grass
15559002,The One Where Steve is a Tree Pillow,/users/orphan_account/pseuds/orphan_account,Not Rated,F/M,MCU,"James ""Bucky"" Barnes/Reader, James ""Bucky"" Barnes & Steve Rogers, Steve Rogers & Reader",,,English,2018-08-04,Completed,2018-08-04,3323,1/1,1,7,null,199,https://melodramatic-fratboi.tumblr.com/
15558969,Train Wreck,/users/Woland/pseuds/Woland,General Audiences,Gen,"Marvel Cinematic Universe, The Avengers (Marvel Movies), Spider-Man: Homecoming (2017), Iron Man (Movies)",,"Tony Stark, Peter Parker, Hulk (Marvel), Avengers (mentioned), OC - Character","Hurt/Comfort, a bit of angst, A Bit of Fluff, no real plot, Hurt Tony, Hurt Tony Stark, Not CACW Compliant, Avengers are still a family of superheroes who care about each other, and Peter Parker is a precious bean who thinks of Tony as his dad, only he's afraid to tell him so, until he isn't, Tony Stark Needs a Hug, and he gets one",English,2018-08-04,Completed,2018-08-04,1808,1/1,3,50,2,381,I saw this post on tumblr (https://somethingjustsouthofbrilliance.tumblr.com/post/176567055585/mto-art-concept-first-actual-hug-they-share-is) and my muse's whump-radar started going off like crazy.  So she came up with this short and mostly plotless excuse to whump Tony with a side of worried Peter and helpful Hulk.
15558993,Late Night Revelations,/users/godaime_obito/pseuds/godaime_obito,Teen And Up Audiences,M/M,Naruto,Senju Tobirama/Uchiha Madara,"Uchiha Madara, Senju Tobirama, Original Hyuuga Character(s)","MadaTobi Week 2018, Alternate Universe - College/University, Alternate Universe - Tokyo Ghoul, Canon-Typical Violence",English,2018-08-04,Completed,2018-08-04,1727,1/1,17,62,8,529,"Madatobi week; August 4th: Free Day! Tobirama really didn't see this coming. Although, in hindsight there were a lot of hints."
15558972,Hitting The Wall,/users/SilverWolf7/pseuds/SilverWolf7,Teen And Up Audiences,Gen,Supernatural,"Gabriel & Sam Winchester, Castiel & Gabriel (Supernatural)","Gabriel (Supernatural), Sam Winchester, Castiel (Supernatural), Dean Winchester","Panicking Gabriel, Panic Attacks, Accidents, Gabriel Has Issues, Sam Winchester Has Issues, Talking, Trauma, Gabriel (Supernatural) Needs a Hug, Sam Hugs Gabriel, Nausea, 50 Shades of Grey References, 50 Shades Being Abuse Not BDSM, Gabriel Relates To Ana, Bad Days, Triggers, Gabriel Wants To Write Smut",English,2018-08-04,Completed,2018-08-04,2664,1/1,4,11,3,100,Gabriel has a bad day after he falls asleep while trying to read 50 Shades of Grey.  He talks a little about it to Sam.
15558984,Rain & Coffee Cups,/users/ygnerystoryteller/pseuds/ygnerystoryteller,General Audiences,M/M,bangtansonyeondan | Bangtan Boys | BTS,"Kim Namjoon | RM/Park Jimin, Jung Hoseok | J-Hope/Kim Seokjin | Jin, Jeon Jungkook/Kim Taehyung | V","Bangtan Boys Ensemble, Original Male Character(s)","minjoon - Freeform, nammin, Fluff, High School Crush, cute barista, Hint of Abusive Relationship, disgustingly cute, night upload, Minjoon is whipped, mention of taekook, Mention of 2Seok, I just love Minjoon too much, i need to do better with tagging",English,2018-08-04,Completed,2018-08-04,4071,1/1,null,25,2,393,Namjoon is a cute barista who has a crush on an even cuter client. Jimin needs to sort out his past if he wants to go on with his future.
15558903,It's a Date,/users/Rosalind2013/pseuds/Rosalind2013,General Audiences,F/M,Miraculous Ladybug,Adrien Agreste/Marinette Dupain-Cheng,"Marinette Dupain-Cheng, Adrien Agreste","single parent Marinette Dupain-Cheng, Cinnamon Roll Adrien Agreste, Sassy Gabriel Agreste, AU Yeah AUgust (Miraculous Ladybug), Alternate Universe - Single Parent, Adrinette, adrienette - Freeform, Fluff",English,2018-08-04,Completed,2018-08-04,2612,1/1,21,106,7,640,Marinette navigates life with her new baby while juggling the workload of her successful fashion house and asking the love of her life to dinner. AU August Day 3: Single Parent AU
15558948,A Rogue Meeting,/users/DarkAngelOfSorrowReturns/pseuds/DarkAngelOfSorrowReturns,Teen And Up Audiences,F/M,"DC's Legends of Tomorrow (TV), Arrow (TV 2012)","Sara Lance/Leonard Snart, Sara Lance & Leonard Snart","Sara Lance, Leonard Snart, Laurel Lance","Alternate Universe, Alternate Universe - Medieval, light fluff, Pre-Relationship, Princess Sara - Freeform, Rogue Leonard, light humor, #CCweek2018, Captain Canary, CC, Tumblr Prompt, Prompt Fic",English,2018-08-04,Completed,2018-08-04,871,1/1,1,9,null,86,"Sara just wanted to get away from the stuffiness inside, not have her mind occupied by a rogue she'd never met before. Written for Day 3 of CCweek2018 with an AU prompt!"
15558927,Light Me Up,/users/BLehnsherr/pseuds/BLehnsherr,Mature,"F/M, M/M",Harry Potter - J. K. Rowling,"Draco Malfoy/Harry Potter, Harry Potter/Ginny Weasley","Harry Potter, Draco Malfoy, Ginny Weasley","Makeover, Harry needs to get his life together, Happy Ending, silly-turned-serious, Oblivious Harry Potter, Fluff, Getting to Know Each Other, Falling In Love, Drarry",English,2018-08-04,Completed,2018-08-04,13694,1/1,4,98,17,1088,"Ginny Weasley is tired. She wants a family and children with Harry, but he has isolated himself from life and spends his days watching television.She knows he needs a serious change of perspective and that is why she signs him up for a makeover.What she doesn't know, is that Draco Malfoy is the guy she wrote to and having him working so closely to Harry is going to change everything.  Inspired by Queer Eye. Drarry happy ending."
